GPS Date & Time,# of Sats,HDOP,Latitude,Longitude,Altitude(m),Speed(m/s),Heading(Deg),Marker,Value
2019/10/31-02:15:15:00,4,5.0,40.46925833333333,-104.96692833333333,1025.6,0.9517222222222224,330.08,Data Log,True
2019/10/31-02:15:16:00,4,5.0,40.469265,-104.96693333333333,1025.2,0.7202222222222222,330.0,,
2019/10/31-02:15:17:00,4,5.0,40.46927,-104.96693166666667,1024.9,0.8179666666666667,330.75,,
2019/10/31-02:15:18:00,4,5.0,40.46928166666667,-104.96693166666667,1024.4,0.7922444444444445,330.61,,
2019/10/31-02:15:19:00,4,5.0,40.469273333333334,-104.96693166666667,1024.1,0.7356555555555556,330.42,,
2019/10/31-02:15:20:00,4,5.0,40.469265,-104.96692666666668,1023.7,0.5247333333333334,330.42,,
2019/10/31-02:15:21:00,4,5.0,40.469275,-104.96692833333333,1023.2,0.14404444444444447,330.42,,
2019/10/31-02:15:22:00,4,5.0,40.46927,-104.96692166666665,1022.6,0.2417888888888889,330.42,,
2019/10/31-02:15:23:00,4,5.0,40.469265,-104.96692166666665,1022.0,0.5556000000000001,330.42,RP,
2019/10/31-02:15:24:00,4,5.0,40.46926666666666,-104.96693166666667,1021.6,0.4269888888888889,330.42,,
2019/10/31-02:15:25:00,4,5.0,40.46926166666666,-104.96692666666668,1021.1,0.4732888888888889,330.42,LC,3
2019/10/31-02:15:26:00,4,5.0,40.46926333333333,-104.96692499999999,1020.6,0.2057777777777778,330.42,,
2019/10/31-02:15:27:00,4,5.0,40.46926333333333,-104.96692166666665,1020.2,0.8282555555555556,330.34,,
2019/10/31-02:15:28:00,4,5.0,40.46926833333334,-104.96691666666666,1019.5,0.6533444444444445,331.35,LC,4
2019/10/31-02:15:29:00,4,5.0,40.469253333333334,-104.96690666666667,1019.1,0.4887222222222222,331.35,,
2019/10/31-02:15:30:00,4,4.9,40.46926666666666,-104.96690500000001,1018.9,0.11832222222222223,331.35,,
2019/10/31-02:15:31:00,4,4.9,40.46930833333333,-104.966915,1018.5,1.4507333333333334,334.21,WP,True
2019/10/31-02:15:32:00,4,4.9,40.469343333333335,-104.96692999999999,1017.9,1.9600333333333335,334.16,,
2019/10/31-02:15:33:00,4,4.9,40.46935166666666,-104.96694000000001,1017.5,1.8108444444444445,334.18,,
2019/10/31-02:15:34:00,4,4.9,40.46935333333333,-104.96694000000001,1017.1,0.8848444444444445,335.04,WP,False
2019/10/31-02:15:35:00,4,4.9,40.46935833333334,-104.96693833333332,1016.7,0.5298777777777778,335.04,,
2019/10/31-02:15:36:00,4,4.9,40.46937333333334,-104.96694000000001,1016.2,0.6893555555555556,335.68,LO,4
2019/10/31-02:15:37:00,4,4.9,40.46938166666666,-104.966935,1015.6,0.9311444444444446,338.13,LO,3
2019/10/31-02:15:38:00,4,4.9,40.469386666666665,-104.966935,1015.0,1.399288888888889,338.72,,
2019/10/31-02:15:39:00,4,4.9,40.46938333333333,-104.96693166666667,1014.5,1.121488888888889,340.49,,0
2019/10/31-02:15:40:00,4,4.9,40.46938166666666,-104.96692833333333,1014.0,0.6224777777777778,341.28,,
2019/10/31-02:15:41:00,4,4.9,40.46938333333333,-104.96693166666667,1013.5,0.29323333333333335,341.28,,
2019/10/31-02:15:42:00,4,4.9,40.469385,-104.96693666666667,1013.0,0.5401666666666667,341.28,,0
2019/10/31-02:15:43:00,4,4.9,40.46938166666666,-104.96693666666667,1012.5,0.4372777777777778,341.28,,
2019/10/31-02:15:50:00,4,4.9,40.46939833333333,-104.96693166666667,1008.5,1.1009111111111112,343.71,App Ended,
